object name,mpageid,has on the left,has on the right,has on the top,has on the bottom,has in the center
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M12959949,,,,,http://www.wikidata.org/entity/Q830
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M12969319,,,,,http://www.wikidata.org/entity/Q830
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M12970588,,,,,http://www.wikidata.org/entity/Q830
sheep,http://commons.wikimedia.org/wiki/Special:EntityData/M12970715,,,,,http://www.wikidata.org/entity/Q7368
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M12973477,,,,,http://www.wikidata.org/entity/Q830
sheep,http://commons.wikimedia.org/wiki/Special:EntityData/M12973486,,http://www.wikidata.org/entity/Q7368,,,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M12973654,,,,,http://www.wikidata.org/entity/Q726
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M12975407,http://www.wikidata.org/entity/Q830,,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M12975407,,http://www.wikidata.org/entity/Q830,,,
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M12978056,,,,,http://www.wikidata.org/entity/Q5113
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M12978056,http://www.wikidata.org/entity/Q5113,,,http://www.wikidata.org/entity/Q5113,
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M12978056,http://www.wikidata.org/entity/Q5113,,,http://www.wikidata.org/entity/Q5113,
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M12978056,http://www.wikidata.org/entity/Q5113,,,http://www.wikidata.org/entity/Q5113,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M12994376,,,,,http://www.wikidata.org/entity/Q830
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M12994376,,,,http://www.wikidata.org/entity/Q830,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M12994376,,http://www.wikidata.org/entity/Q830,,http://www.wikidata.org/entity/Q830,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M12994560,,,,,http://www.wikidata.org/entity/Q830
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M12994560,,,,http://www.wikidata.org/entity/Q830,
sheep,http://commons.wikimedia.org/wiki/Special:EntityData/M1300062,,,,,http://www.wikidata.org/entity/Q7368
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M1300062,,,,,http://www.wikidata.org/entity/Q830
sheep,http://commons.wikimedia.org/wiki/Special:EntityData/M13000719,,,,http://www.wikidata.org/entity/Q7368,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13000719,,http://www.wikidata.org/entity/Q726,,http://www.wikidata.org/entity/Q726,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13002484,,http://www.wikidata.org/entity/Q35872,,,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13004399,http://www.wikidata.org/entity/Q35872,,http://www.wikidata.org/entity/Q35872,,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13004399,,,,,http://www.wikidata.org/entity/Q35872
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13005230,,,,,http://www.wikidata.org/entity/Q830
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13005230,http://www.wikidata.org/entity/Q830,,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13005462,,http://www.wikidata.org/entity/Q830,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13005462,http://www.wikidata.org/entity/Q830,,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13005462,,,,,http://www.wikidata.org/entity/Q830
sheep,http://commons.wikimedia.org/wiki/Special:EntityData/M13015835,,http://www.wikidata.org/entity/Q7368,,,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13027614,http://www.wikidata.org/entity/Q35872,,,,
train,http://commons.wikimedia.org/wiki/Special:EntityData/M13062892,,,,,http://www.wikidata.org/entity/Q870
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13070932,http://www.wikidata.org/entity/Q5,,,http://www.wikidata.org/entity/Q5,
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13070932,,,,http://www.wikidata.org/entity/Q5,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13070932,,,,,http://www.wikidata.org/entity/Q35872
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13075189,,,,,http://www.wikidata.org/entity/Q726
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13075189,,http://www.wikidata.org/entity/Q726,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13075189,,http://www.wikidata.org/entity/Q830,,,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13082954,,,,,http://www.wikidata.org/entity/Q35872
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13082954,,,,http://www.wikidata.org/entity/Q5,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13086338,http://www.wikidata.org/entity/Q726,,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13087500,http://www.wikidata.org/entity/Q830,,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13087500,,,,,http://www.wikidata.org/entity/Q830
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13094215,,,,,http://www.wikidata.org/entity/Q830
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13094215,http://www.wikidata.org/entity/Q726,,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13094215,,http://www.wikidata.org/entity/Q830,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13094215,,http://www.wikidata.org/entity/Q830,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13094215,,,,,http://www.wikidata.org/entity/Q830
dog,http://commons.wikimedia.org/wiki/Special:EntityData/M13094225,,,,http://www.wikidata.org/entity/Q144,
dog,http://commons.wikimedia.org/wiki/Special:EntityData/M13094225,,,,http://www.wikidata.org/entity/Q144,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13094225,,,,http://www.wikidata.org/entity/Q830,
dog,http://commons.wikimedia.org/wiki/Special:EntityData/M13094225,,,,,http://www.wikidata.org/entity/Q144
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13095072,,,,,http://www.wikidata.org/entity/Q830
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13096881,,,,,http://www.wikidata.org/entity/Q726
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13125593,,,,,http://www.wikidata.org/entity/Q5113
elephant,http://commons.wikimedia.org/wiki/Special:EntityData/M13128464,,,,,http://www.wikidata.org/entity/Q7378
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13128464,,,,http://www.wikidata.org/entity/Q726,
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13144481,http://www.wikidata.org/entity/Q5,,,,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13148957,,,,http://www.wikidata.org/entity/Q35872,
train,http://commons.wikimedia.org/wiki/Special:EntityData/M13150607,,,,,http://www.wikidata.org/entity/Q870
bus,http://commons.wikimedia.org/wiki/Special:EntityData/M13156845,,http://www.wikidata.org/entity/Q5638,,,
bench,http://commons.wikimedia.org/wiki/Special:EntityData/M13156845,http://www.wikidata.org/entity/Q204776,,,http://www.wikidata.org/entity/Q204776,
train,http://commons.wikimedia.org/wiki/Special:EntityData/M13160057,http://www.wikidata.org/entity/Q870,,,,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13165012,,,,,http://www.wikidata.org/entity/Q35872
train,http://commons.wikimedia.org/wiki/Special:EntityData/M13183029,,,,,http://www.wikidata.org/entity/Q870
dog,http://commons.wikimedia.org/wiki/Special:EntityData/M13227276,,http://www.wikidata.org/entity/Q144,,,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13241718,,,,,http://www.wikidata.org/entity/Q35872
train,http://commons.wikimedia.org/wiki/Special:EntityData/M13242765,,,,,http://www.wikidata.org/entity/Q870
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13252690,,,,,http://www.wikidata.org/entity/Q5113
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13292653,,,,,http://www.wikidata.org/entity/Q5113
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13292653,,http://www.wikidata.org/entity/Q5113,,,
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13363129,,,,,http://www.wikidata.org/entity/Q5
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13365510,,,,,http://www.wikidata.org/entity/Q726
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13366447,http://www.wikidata.org/entity/Q35872,,,,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13366447,,http://www.wikidata.org/entity/Q35872,,,
dog,http://commons.wikimedia.org/wiki/Special:EntityData/M1337072,,,,,http://www.wikidata.org/entity/Q144
keyboard,http://commons.wikimedia.org/wiki/Special:EntityData/M1337072,,,http://www.wikidata.org/entity/Q250,,
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13374033,,,,,http://www.wikidata.org/entity/Q5113
elephant,http://commons.wikimedia.org/wiki/Special:EntityData/M13377493,,,,,http://www.wikidata.org/entity/Q7378
elephant,http://commons.wikimedia.org/wiki/Special:EntityData/M13377493,,,,,http://www.wikidata.org/entity/Q7378
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13385978,,,,,http://www.wikidata.org/entity/Q35872
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13385978,http://www.wikidata.org/entity/Q35872,,,,
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13394138,,,,,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13399185,,,,,http://www.wikidata.org/entity/Q35872
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13399299,,,,http://www.wikidata.org/entity/Q830,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13399299,,,,http://www.wikidata.org/entity/Q830,
sheep,http://commons.wikimedia.org/wiki/Special:EntityData/M13399299,http://www.wikidata.org/entity/Q7368,,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13403035,http://www.wikidata.org/entity/Q830,,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13422394,,http://www.wikidata.org/entity/Q830,,http://www.wikidata.org/entity/Q830,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13422404,,http://www.wikidata.org/entity/Q830,,http://www.wikidata.org/entity/Q830,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13425313,,http://www.wikidata.org/entity/Q726,,,
elephant,http://commons.wikimedia.org/wiki/Special:EntityData/M13425313,http://www.wikidata.org/entity/Q7378,,,,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13425314,http://www.wikidata.org/entity/Q726,,,,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13425314,,,,,http://www.wikidata.org/entity/Q726
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13444125,,http://www.wikidata.org/entity/Q5113,,,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13444993,,,,http://www.wikidata.org/entity/Q35872,
bottle,http://commons.wikimedia.org/wiki/Special:EntityData/M13455040,http://www.wikidata.org/entity/Q80228,,http://www.wikidata.org/entity/Q80228,,
bottle,http://commons.wikimedia.org/wiki/Special:EntityData/M13455040,http://www.wikidata.org/entity/Q80228,,http://www.wikidata.org/entity/Q80228,,
bottle,http://commons.wikimedia.org/wiki/Special:EntityData/M13455040,http://www.wikidata.org/entity/Q80228,,http://www.wikidata.org/entity/Q80228,,
bottle,http://commons.wikimedia.org/wiki/Special:EntityData/M13455040,http://www.wikidata.org/entity/Q80228,,http://www.wikidata.org/entity/Q80228,,
bottle,http://commons.wikimedia.org/wiki/Special:EntityData/M13455040,,,http://www.wikidata.org/entity/Q80228,,
bottle,http://commons.wikimedia.org/wiki/Special:EntityData/M13455040,,,http://www.wikidata.org/entity/Q80228,,
bottle,http://commons.wikimedia.org/wiki/Special:EntityData/M13455040,http://www.wikidata.org/entity/Q80228,,,http://www.wikidata.org/entity/Q80228,
bottle,http://commons.wikimedia.org/wiki/Special:EntityData/M13455040,http://www.wikidata.org/entity/Q80228,,,http://www.wikidata.org/entity/Q80228,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13456590,,,,http://www.wikidata.org/entity/Q726,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13456590,,http://www.wikidata.org/entity/Q830,,http://www.wikidata.org/entity/Q830,
sheep,http://commons.wikimedia.org/wiki/Special:EntityData/M13456590,,http://www.wikidata.org/entity/Q7368,,http://www.wikidata.org/entity/Q7368,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13456590,,,,http://www.wikidata.org/entity/Q830,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13456590,,,,http://www.wikidata.org/entity/Q726,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13463835,http://www.wikidata.org/entity/Q830,,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13463835,,,,,http://www.wikidata.org/entity/Q830
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13479380,http://www.wikidata.org/entity/Q5,,,,
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13479380,http://www.wikidata.org/entity/Q5,,,,
umbrella,http://commons.wikimedia.org/wiki/Special:EntityData/M13479380,,,,,http://www.wikidata.org/entity/Q41607
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13485787,,,,,http://www.wikidata.org/entity/Q35872
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13486930,,,,,http://www.wikidata.org/entity/Q5113
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13492753,,,,,http://www.wikidata.org/entity/Q5
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13492753,,,,,http://www.wikidata.org/entity/Q726
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13501069,,,,,http://www.wikidata.org/entity/Q35872
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13501069,,,http://www.wikidata.org/entity/Q35872,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13501362,,http://www.wikidata.org/entity/Q830,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13501362,,,,,http://www.wikidata.org/entity/Q830
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13504307,,,,,http://www.wikidata.org/entity/Q726
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13504310,,,,,http://www.wikidata.org/entity/Q726
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13504311,,,,,http://www.wikidata.org/entity/Q5
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13504311,,,,,http://www.wikidata.org/entity/Q5
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13504311,,,,http://www.wikidata.org/entity/Q726,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13504311,,,,,http://www.wikidata.org/entity/Q726
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13507859,,http://www.wikidata.org/entity/Q5113,,,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13508184,http://www.wikidata.org/entity/Q35872,,,,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13508184,,,,http://www.wikidata.org/entity/Q35872,
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13510900,,,,,http://www.wikidata.org/entity/Q5
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13523849,,,,http://www.wikidata.org/entity/Q35872,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13526955,,,,http://www.wikidata.org/entity/Q35872,
train,http://commons.wikimedia.org/wiki/Special:EntityData/M13531186,,,,,http://www.wikidata.org/entity/Q870
car,http://commons.wikimedia.org/wiki/Special:EntityData/M1354139,,,,http://www.wikidata.org/entity/Q1420,
bus,http://commons.wikimedia.org/wiki/Special:EntityData/M1354139,,,,http://www.wikidata.org/entity/Q5638,
bus,http://commons.wikimedia.org/wiki/Special:EntityData/M1354153,,,,,http://www.wikidata.org/entity/Q5638
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13543824,,,,,http://www.wikidata.org/entity/Q726
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13543824,,,,,http://www.wikidata.org/entity/Q5
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13544686,,,,,http://www.wikidata.org/entity/Q5113
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13548498,,,,,http://www.wikidata.org/entity/Q830
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13552828,,,,,http://www.wikidata.org/entity/Q5113
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13555766,,http://www.wikidata.org/entity/Q726,,,
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13555766,,,,,http://www.wikidata.org/entity/Q5
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13555766,http://www.wikidata.org/entity/Q726,,,,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13555766,,,,,http://www.wikidata.org/entity/Q726
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13555766,,,,,http://www.wikidata.org/entity/Q5
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13555766,http://www.wikidata.org/entity/Q5,,,,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13556680,,,,,http://www.wikidata.org/entity/Q726
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13556680,,,,,http://www.wikidata.org/entity/Q830
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13557250,,,,,http://www.wikidata.org/entity/Q830
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13557250,http://www.wikidata.org/entity/Q830,,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13557250,,,,,http://www.wikidata.org/entity/Q830
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13557250,http://www.wikidata.org/entity/Q830,,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13557250,,,,,http://www.wikidata.org/entity/Q830
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13559428,,http://www.wikidata.org/entity/Q726,,,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13559428,,http://www.wikidata.org/entity/Q726,,,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13559428,http://www.wikidata.org/entity/Q726,,,,
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13564572,http://www.wikidata.org/entity/Q5113,,,,
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13564572,,http://www.wikidata.org/entity/Q5113,,,
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13564572,,,,,http://www.wikidata.org/entity/Q5113
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13564572,http://www.wikidata.org/entity/Q5113,,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13566376,,,,,http://www.wikidata.org/entity/Q830
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13567139,,,,http://www.wikidata.org/entity/Q830,
train,http://commons.wikimedia.org/wiki/Special:EntityData/M1356892,,,,,http://www.wikidata.org/entity/Q870
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13575939,http://www.wikidata.org/entity/Q5,,,http://www.wikidata.org/entity/Q5,
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13578670,,,,,http://www.wikidata.org/entity/Q5113
train,http://commons.wikimedia.org/wiki/Special:EntityData/M13597816,,,,,http://www.wikidata.org/entity/Q870
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13601975,,,,,http://www.wikidata.org/entity/Q830
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13604579,,,,,http://www.wikidata.org/entity/Q5113
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13604579,,,,,http://www.wikidata.org/entity/Q5113
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13604858,,http://www.wikidata.org/entity/Q726,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13610043,,,,http://www.wikidata.org/entity/Q830,
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13622354,,,,,http://www.wikidata.org/entity/Q5113
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13622671,http://www.wikidata.org/entity/Q35872,,,,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13622874,,http://www.wikidata.org/entity/Q35872,,,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13622874,,,,,http://www.wikidata.org/entity/Q35872
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13622874,,,,,http://www.wikidata.org/entity/Q35872
bus,http://commons.wikimedia.org/wiki/Special:EntityData/M13623223,,http://www.wikidata.org/entity/Q5638,,,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13623448,,http://www.wikidata.org/entity/Q726,,,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13626519,,,,http://www.wikidata.org/entity/Q726,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13626519,,,,http://www.wikidata.org/entity/Q726,
bus,http://commons.wikimedia.org/wiki/Special:EntityData/M13627474,,,,,http://www.wikidata.org/entity/Q5638
car,http://commons.wikimedia.org/wiki/Special:EntityData/M13627474,http://www.wikidata.org/entity/Q1420,,,http://www.wikidata.org/entity/Q1420,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13628185,,,,,http://www.wikidata.org/entity/Q35872
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13630221,,,,,http://www.wikidata.org/entity/Q35872
bus,http://commons.wikimedia.org/wiki/Special:EntityData/M13633885,,,,,http://www.wikidata.org/entity/Q5638
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13633885,,http://www.wikidata.org/entity/Q5,,,
car,http://commons.wikimedia.org/wiki/Special:EntityData/M13633885,,http://www.wikidata.org/entity/Q1420,,,
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13633963,,,,,http://www.wikidata.org/entity/Q5
dog,http://commons.wikimedia.org/wiki/Special:EntityData/M13633963,,,,,http://www.wikidata.org/entity/Q144
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13633963,http://www.wikidata.org/entity/Q830,,,,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13633963,http://www.wikidata.org/entity/Q726,,,,
dog,http://commons.wikimedia.org/wiki/Special:EntityData/M13633963,,http://www.wikidata.org/entity/Q144,,,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13633963,http://www.wikidata.org/entity/Q726,,,,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13638221,,,,,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13650124,,,,http://www.wikidata.org/entity/Q35872,
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13651645,,,,,http://www.wikidata.org/entity/Q5113
train,http://commons.wikimedia.org/wiki/Special:EntityData/M13651686,,,,,http://www.wikidata.org/entity/Q870
potted,http://commons.wikimedia.org/wiki/Special:EntityData/M13654219,http://www.wikidata.org/entity/Q203834,,,http://www.wikidata.org/entity/Q203834,
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13656435,,,,,http://www.wikidata.org/entity/Q5113
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13664038,,http://www.wikidata.org/entity/Q5113,,,
train,http://commons.wikimedia.org/wiki/Special:EntityData/M13664408,,,,,http://www.wikidata.org/entity/Q870
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13664959,,,,,http://www.wikidata.org/entity/Q35872
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13666627,,,,,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13666627,,,,,http://www.wikidata.org/entity/Q726
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13666627,,,,,http://www.wikidata.org/entity/Q726
sheep,http://commons.wikimedia.org/wiki/Special:EntityData/M13666627,,,,,http://www.wikidata.org/entity/Q7368
train,http://commons.wikimedia.org/wiki/Special:EntityData/M13675595,,,,,http://www.wikidata.org/entity/Q870
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13678486,http://www.wikidata.org/entity/Q830,,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13678486,,http://www.wikidata.org/entity/Q830,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13678486,http://www.wikidata.org/entity/Q830,,,,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13681124,,http://www.wikidata.org/entity/Q726,,,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13681132,,,,http://www.wikidata.org/entity/Q726,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13681137,,http://www.wikidata.org/entity/Q726,,,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13681137,,,,,http://www.wikidata.org/entity/Q726
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13681230,,,,,http://www.wikidata.org/entity/Q830
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13681230,http://www.wikidata.org/entity/Q830,,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13681230,,http://www.wikidata.org/entity/Q830,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13681230,,http://www.wikidata.org/entity/Q830,,,
sheep,http://commons.wikimedia.org/wiki/Special:EntityData/M13681230,,http://www.wikidata.org/entity/Q7368,,,
train,http://commons.wikimedia.org/wiki/Special:EntityData/M13686972,,,,,http://www.wikidata.org/entity/Q870
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13687095,,,,,http://www.wikidata.org/entity/Q5113
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13687095,,http://www.wikidata.org/entity/Q5,,,
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13687095,,http://www.wikidata.org/entity/Q5,,,
bird,http://commons.wikimedia.org/wiki/Special:EntityData/M13687095,http://www.wikidata.org/entity/Q5113,,,,
car,http://commons.wikimedia.org/wiki/Special:EntityData/M13687095,http://www.wikidata.org/entity/Q1420,,,,
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13689559,http://www.wikidata.org/entity/Q35872,,,,
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13689559,,http://www.wikidata.org/entity/Q5,,,
person,http://commons.wikimedia.org/wiki/Special:EntityData/M13689559,,,,,http://www.wikidata.org/entity/Q5
boat,http://commons.wikimedia.org/wiki/Special:EntityData/M13689559,http://www.wikidata.org/entity/Q35872,,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13689651,http://www.wikidata.org/entity/Q830,,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13689651,http://www.wikidata.org/entity/Q830,,,,
sheep,http://commons.wikimedia.org/wiki/Special:EntityData/M13690097,http://www.wikidata.org/entity/Q7368,,,http://www.wikidata.org/entity/Q7368,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13690103,,http://www.wikidata.org/entity/Q830,,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13690103,,,,,http://www.wikidata.org/entity/Q830
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13690103,,,,,http://www.wikidata.org/entity/Q830
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13691700,http://www.wikidata.org/entity/Q830,,http://www.wikidata.org/entity/Q830,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13691700,http://www.wikidata.org/entity/Q830,,http://www.wikidata.org/entity/Q830,,
cow,http://commons.wikimedia.org/wiki/Special:EntityData/M13691700,,,,,http://www.wikidata.org/entity/Q830
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13692100,,,,http://www.wikidata.org/entity/Q726,
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13692107,,,,,http://www.wikidata.org/entity/Q726
horse,http://commons.wikimedia.org/wiki/Special:EntityData/M13692107,,http://www.wikidata.org/entity/Q726,,,
